family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people,preference_match
533,26,74,17,21,24,1,50,51,45,4,3,1
534,14,26,81,95,83,88,61,5,18,57,2,1
535,12,72,4,42,32,95,1,11,41,73,7,2
536,91,1,29,4,11,66,72,26,25,44,2,1
537,23,53,96,1,46,5,4,60,80,66,5,1
538,83,26,12,19,40,1,7,79,5,25,5,1
539,9,59,19,25,49,4,17,33,67,89,2,1
540,31,14,41,4,47,1,5,25,11,97,3,1
541,60,40,86,32,59,1,38,5,95,31,5,1
542,22,53,21,46,98,39,90,3,96,43,4,1
543,53,17,5,3,1,54,68,20,25,14,3,1
544,12,17,16,7,56,80,34,25,61,26,5,1
545,81,79,24,73,95,88,52,7,33,46,5,2
546,80,51,4,42,33,1,60,81,22,32,4,1
547,60,1,33,5,20,4,38,25,21,22,7,1
548,88,89,22,12,85,9,29,67,43,32,6,1
549,1,44,37,19,10,50,26,47,4,23,3,2
550,73,5,1,24,47,40,18,41,81,34,2,1
551,3,19,50,1,32,11,18,75,34,66,4,1
552,35,43,94,46,58,4,12,51,86,25,2,1
553,45,3,35,60,59,19,13,83,81,30,2,1
554,53,11,47,12,51,1,32,10,9,50,3,1
555,10,1,73,60,38,9,39,7,74,18,4,1
556,26,98,33,31,46,53,32,35,4,39,6,2
557,94,16,39,2,68,67,27,78,42,21,7,1
558,18,20,3,94,41,58,21,82,57,45,6,1
559,47,26,4,1,21,38,75,50,53,39,7,1
560,18,25,46,55,41,82,68,94,31,19,2,1
561,20,5,67,31,1,15,44,25,19,24,3,1
562,89,27,11,1,51,64,47,82,32,8,5,1
563,47,74,76,52,68,6,46,56,17,38,3,1
564,82,45,54,20,48,96,18,11,58,53,6,1
565,91,43,66,1,12,74,48,82,33,70,4,1
566,45,11,39,25,82,17,4,24,47,67,2,1
567,1,96,7,76,44,52,39,62,28,67,5,4
568,80,24,95,53,2,99,32,73,20,45,7,1
569,25,31,10,45,19,1,3,32,68,89,6,1
570,11,16,4,43,47,9,25,12,24,45,3,1
571,98,60,19,24,20,17,29,18,74,1,4,1
572,62,97,33,13,81,96,74,68,85,1,4,1
573,19,77,89,11,2,1,71,47,66,24,4,2
574,88,1,31,63,94,4,82,47,6,41,5,1
575,94,10,31,44,38,21,27,26,43,28,2,1
576,81,3,75,68,25,1,24,70,31,53,3,1
577,31,88,18,40,6,52,46,74,54,96,4,1
578,18,1,10,89,17,97,41,52,25,38,4,1
579,11,77,32,47,53,46,5,21,87,66,7,2
580,49,17,32,61,47,4,29,95,24,40,8,1
581,42,71,12,87,45,40,3,8,48,10,4,2
582,20,15,25,12,39,81,24,54,75,21,2,1
583,1,35,23,2,79,20,65,80,60,63,7,2
584,87,19,4,77,75,80,25,83,10,17,3,1
585,3,4,26,14,33,20,67,12,24,95,4,1
586,67,78,39,26,23,32,37,43,47,74,4,1
587,40,8,39,63,37,67,10,49,73,38,4,1
588,51,47,1,26,34,22,88,98,96,27,3,1
589,82,47,31,74,93,9,54,12,45,96,4,1
590,5,67,90,11,97,87,96,1,92,19,5,3
591,55,94,82,56,49,1,15,89,4,54,4,1
592,40,5,14,96,27,94,11,81,54,41,5,1
593,23,96,1,4,89,47,87,25,24,60,5,1
594,1,61,95,54,32,59,58,51,73,67,7,2
595,19,10,34,30,54,69,24,88,5,96,2,1
596,88,82,33,45,29,39,1,60,3,42,4,1
597,81,1,9,16,73,94,39,74,5,80,5,1
598,47,3,18,74,59,39,4,31,68,24,2,1
599,43,11,16,31,3,1,12,83,33,9,3,1
600,15,3,29,1,37,67,19,74,11,64,4,1
601,2,68,96,95,20,92,33,27,94,54,6,1
602,12,5,81,1,34,39,25,10,59,84,4,1
603,1,58,87,98,12,11,67,24,57,94,7,4
604,15,59,33,43,14,52,19,13,39,5,5,1
605,12,87,39,10,80,49,61,74,38,56,3,1
606,12,81,5,66,76,38,85,54,44,88,3,1
607,81,51,95,56,17,19,4,1,66,54,3,1
608,94,81,88,96,4,29,46,61,31,12,5,1
609,94,18,91,66,23,4,1,89,67,20,5,1
610,1,51,82,47,29,16,95,60,99,23,2,1
611,57,73,9,27,45,70,82,18,53,66,4,1
612,1,10,32,18,90,45,68,52,73,26,4,1
613,96,88,25,43,26,53,38,5,12,47,7,1
614,61,25,53,75,28,5,17,11,52,95,4,1
615,58,17,48,1,71,32,14,25,50,3,4,1
616,44,60,19,24,96,94,26,10,1,5,4,1
617,80,4,8,1,18,9,100,11,47,39,6,1
618,2,1,52,47,46,61,51,44,75,29,4,1
619,42,19,95,56,29,5,87,45,44,38,3,1
620,52,26,40,79,2,3,53,94,31,19,7,1
621,1,95,12,24,40,26,25,9,85,5,4,2
622,99,15,81,19,1,87,86,61,34,53,4,1
623,75,19,6,26,88,10,30,39,43,12,3,1
624,1,78,47,26,80,87,79,39,11,56,5,2
625,1,47,19,51,77,93,54,46,8,16,5,2
626,33,31,96,28,89,87,12,15,39,1,4,1
627,3,24,40,81,11,45,19,94,1,92,5,1
628,1,23,83,10,53,97,24,39,57,25,6,3
629,62,9,6,24,3,46,27,68,39,33,3,1
630,95,18,15,45,59,9,33,10,17,11,7,1
631,10,75,17,31,5,46,26,59,45,18,3,1
632,33,66,29,11,26,88,25,80,48,31,4,1
633,10,51,94,26,1,38,54,48,61,3,7,2
634,24,11,17,16,95,23,70,75,31,49,3,1
635,30,84,47,73,46,1,91,67,83,16,5,2
636,80,21,1,39,4,53,19,10,73,33,8,1
637,40,19,12,13,27,26,20,11,16,82,3,1
638,26,16,6,46,1,23,68,27,74,29,3,1
639,30,60,1,12,73,2,39,43,48,88,4,1
640,43,78,25,37,22,56,1,28,38,4,3,1
641,81,52,38,61,28,50,59,68,4,75,4,1
642,73,39,31,29,3,19,1,4,74,59,7,1
643,12,26,74,32,2,67,18,82,5,57,4,1
644,19,1,81,18,59,26,96,11,5,52,2,1
645,10,50,19,26,98,21,59,30,1,95,2,1
646,48,54,13,81,15,14,38,2,10,37,6,1
647,57,16,69,24,96,87,3,18,49,20,5,1
648,38,48,32,5,67,8,77,94,40,24,7,1
649,65,71,52,81,23,4,29,1,27,17,5,1
650,47,9,2,81,1,67,59,19,45,58,3,1
651,46,17,47,68,32,58,82,40,88,45,5,1
652,16,59,14,94,1,7,61,39,60,17,4,1
653,95,1,88,92,33,21,66,74,73,80,4,1
654,10,88,17,59,2,8,14,96,40,80,6,1
655,73,96,4,32,13,5,16,7,97,54,4,1
656,68,7,74,3,46,14,87,22,1,12,3,1
657,48,80,45,23,17,41,82,58,16,52,4,1
658,35,27,81,22,68,4,11,75,12,24,2,1
659,69,91,31,11,68,89,3,10,1,32,3,1
660,54,38,23,58,10,68,5,21,94,91,8,1
661,31,80,17,45,66,47,1,63,67,60,7,2
662,1,18,75,59,46,82,88,11,5,40,3,1
663,6,64,20,87,54,88,96,59,81,4,3,1
664,24,18,10,1,2,39,73,68,13,53,4,1
665,60,34,1,96,6,42,39,19,66,76,3,1
666,48,17,30,5,96,52,35,25,1,3,4,1
667,81,17,52,33,64,32,39,21,5,42,2,1
668,10,61,38,52,34,33,6,67,19,49,4,1
669,61,7,54,10,87,11,4,95,98,46,2,1
670,18,5,50,33,52,80,45,4,1,12,4,1
671,67,17,44,48,42,15,33,58,91,65,4,1
672,44,84,82,46,54,89,81,57,24,14,3,1
673,17,87,38,52,6,90,19,47,58,1,4,1
674,76,26,53,29,89,83,3,54,31,4,4,1
675,61,2,10,64,95,53,38,15,47,45,5,1
676,4,1,88,45,53,96,61,24,11,32,4,1
677,95,1,88,16,14,52,45,83,39,15,4,1
678,32,28,54,26,40,60,9,75,96,10,4,1
679,23,54,1,33,81,31,37,52,25,13,5,1
680,27,32,45,67,82,83,1,66,22,87,6,1
681,61,59,60,10,24,31,39,68,25,51,4,1
682,15,5,63,47,21,10,53,26,39,96,4,1
683,40,4,36,10,68,50,82,51,2,1,3,1
684,26,41,3,5,93,53,74,40,88,80,3,1
685,46,34,82,33,53,27,55,32,17,5,3,1
686,18,33,53,83,4,24,23,88,96,91,7,1
687,1,51,58,33,44,2,4,95,67,66,6,2
688,88,12,74,10,51,73,60,11,9,5,3,1
689,67,68,88,37,1,87,42,10,11,38,6,1
690,38,32,6,48,75,47,10,29,85,1,5,1
691,8,33,54,83,95,81,53,88,12,15,2,1
692,13,5,38,35,19,1,73,81,52,33,8,1
693,8,27,73,74,59,31,1,32,19,26,5,1
694,96,59,56,70,89,1,52,54,100,80,2,1
695,8,68,63,14,81,55,53,31,88,3,4,1
696,46,11,69,96,67,89,53,66,30,80,4,3
697,85,66,59,9,68,18,73,31,1,38,4,1
698,10,68,53,52,32,18,15,27,42,66,3,1
699,35,31,41,11,99,19,80,55,40,46,3,1
700,14,10,54,33,56,89,80,12,3,98,7,1
701,8,74,70,67,53,1,19,4,26,31,3,3
702,7,89,4,76,24,13,3,38,21,74,4,1
703,66,56,31,25,81,89,2,45,67,85,3,1
704,60,1,12,17,45,47,81,77,51,52,4,1
705,14,87,10,12,75,1,20,55,15,19,4,1
706,95,24,18,68,60,38,11,39,74,54,3,1
707,18,16,99,48,87,46,69,11,67,83,2,1
708,46,17,74,6,1,23,24,25,15,96,7,1
709,39,98,26,54,38,33,87,86,13,31,4,2
710,39,32,4,86,98,26,95,9,46,1,2,1
711,14,60,4,25,54,33,79,1,88,30,7,1
712,1,36,21,7,60,42,24,14,50,53,4,2
713,25,66,53,84,28,32,16,31,33,60,5,1
714,10,38,66,60,55,24,52,96,3,89,3,1
715,33,58,49,88,96,67,95,40,1,5,7,2
716,49,68,96,1,32,18,23,81,45,67,6,1
717,66,17,7,58,24,46,39,47,1,82,7,1
718,31,3,25,88,24,10,30,1,8,19,5,1
719,1,32,73,89,36,76,8,81,31,19,7,2
720,53,8,60,84,22,75,39,10,7,55,4,1
721,45,24,34,36,35,52,3,10,1,66,2,1
722,19,47,1,59,49,28,88,87,60,54,3,1
723,92,14,47,75,4,24,95,66,10,17,5,1
724,81,95,57,31,6,59,60,16,18,88,5,1
725,69,1,9,11,17,88,45,33,68,13,5,1
726,18,49,38,16,14,75,3,82,1,61,2,1
727,3,42,98,43,1,53,58,52,11,33,3,3
728,10,6,94,76,80,95,68,40,53,7,7,4
729,32,5,94,15,1,53,24,26,89,51,6,1
730,17,1,40,20,11,89,18,50,55,82,2,1
731,68,80,1,73,25,17,37,47,60,20,3,1
732,10,92,31,12,81,87,24,53,18,94,4,2
733,1,50,60,48,26,45,74,29,17,42,4,2
734,8,56,38,73,26,53,51,75,94,1,5,1
735,17,74,67,22,21,25,4,88,86,26,4,1
736,80,79,92,26,20,40,83,61,10,67,4,2
737,12,68,87,3,28,46,81,86,48,18,5,1
738,87,50,86,5,74,97,46,25,92,57,6,1
739,65,54,68,48,25,45,27,88,47,96,2,1
740,1,61,31,3,24,19,45,4,60,15,3,2
741,81,14,45,46,68,27,47,50,54,7,3,1
742,99,37,1,81,15,80,60,73,26,29,4,1
743,11,65,40,24,45,88,4,32,1,47,2,2
744,41,54,32,28,16,19,4,22,37,83,2,1
745,25,1,3,8,87,91,50,18,35,16,5,1
746,60,46,6,32,68,66,88,47,90,3,2,1
747,25,39,26,36,11,19,75,3,74,1,2,1
748,46,80,44,3,19,29,75,94,53,11,4,1
749,65,5,8,19,48,38,10,73,74,66,2,1
750,96,39,1,55,44,56,31,53,23,10,4,1
751,54,18,95,82,60,10,71,22,39,73,8,1
752,4,26,36,66,96,47,31,33,95,54,5,1
753,30,90,60,21,31,67,42,16,37,47,3,1
754,36,4,33,1,43,38,41,96,53,46,6,1
755,12,54,3,73,46,39,4,1,8,25,7,1
756,4,61,25,46,68,52,75,47,10,12,3,1
757,73,26,68,13,24,25,35,10,11,74,2,1
758,22,19,40,1,45,18,59,33,26,6,7,1
759,97,10,5,71,4,88,25,1,51,66,3,1
760,23,1,22,75,18,3,81,54,67,8,5,1
761,48,67,82,38,71,19,12,53,74,96,3,1
762,87,94,18,76,34,3,26,74,68,1,4,1
763,17,47,1,79,40,7,94,8,62,3,2,1
764,4,46,11,1,24,33,49,39,5,74,6,1
765,32,89,67,18,56,49,1,6,54,73,4,1
766,16,54,81,23,96,5,18,47,60,94,3,1
767,82,75,26,19,94,18,57,73,30,61,3,1
768,87,92,95,46,60,1,54,40,10,6,5,2
769,94,44,66,31,1,10,8,57,77,36,4,1
770,25,28,66,7,20,93,1,74,47,18,2,1
771,45,91,9,55,81,1,40,36,52,67,5,2
772,12,59,53,96,39,52,61,17,62,66,4,1
773,2,40,47,68,96,15,5,61,16,67,2,1
774,26,6,88,59,1,11,54,12,60,25,4,1
775,99,73,10,70,96,39,1,45,18,31,2,1
776,1,74,84,54,39,70,41,95,88,40,4,3
777,46,1,94,26,58,28,33,38,5,10,2,1
778,3,18,17,32,53,34,19,25,29,33,4,1
779,67,7,38,53,40,45,73,17,26,16,4,1
780,77,96,60,17,9,32,28,12,23,13,4,1
781,9,42,38,19,74,50,39,53,3,18,4,1
782,67,50,6,15,40,74,38,32,68,14,2,1
783,52,1,96,3,27,45,13,88,25,95,2,1
784,75,1,80,11,15,25,21,63,64,24,3,1
785,73,56,19,38,11,60,68,24,9,59,8,1
786,96,33,14,31,20,46,88,53,58,52,3,1
787,6,81,87,85,33,17,45,1,80,20,7,1
788,19,15,95,43,58,25,38,7,97,9,4,1
789,1,52,31,66,17,24,80,82,33,39,5,2
790,59,52,22,33,87,94,89,1,31,38,4,1
791,5,3,17,30,59,10,26,22,29,19,3,1
792,88,75,1,95,47,64,10,11,60,23,2,1
793,100,26,12,1,5,11,10,82,96,94,6,1
794,32,17,8,19,80,1,39,89,99,10,3,1
795,1,30,13,9,6,43,76,38,5,92,4,2
796,81,4,49,5,21,56,87,54,96,24,4,1
797,1,3,77,34,95,74,4,5,46,64,2,1
798,45,35,25,20,3,4,5,74,67,53,5,1
799,3,68,9,23,28,24,52,18,27,26,8,2
800,57,25,54,10,33,47,4,26,11,51,5,1
801,17,5,87,4,1,81,32,29,24,18,4,1
802,1,3,13,66,40,19,16,82,12,4,4,1
803,19,24,2,60,8,53,25,89,95,11,4,1
804,57,52,12,15,82,58,68,5,95,32,5,1
805,1,11,38,66,26,49,12,73,61,10,4,1
806,49,25,75,53,48,82,23,1,39,44,8,1
807,31,72,40,4,17,47,58,39,75,19,4,2
808,52,40,5,1,90,12,96,29,87,46,3,1
809,2,89,1,12,42,41,67,6,11,20,2,1
810,69,46,1,3,25,13,66,22,94,4,3,1
811,75,94,14,52,1,53,5,37,73,34,3,1
812,95,68,40,18,25,94,43,1,4,73,5,1
813,53,17,78,13,29,19,73,1,49,76,4,1
814,27,59,47,80,26,32,73,100,58,75,4,1
815,1,88,11,32,3,10,73,18,22,54,2,1
816,54,14,22,52,1,94,87,13,21,2,4,1
817,53,74,89,4,7,87,24,71,60,61,4,1
818,4,1,47,56,10,38,36,32,44,89,5,1
819,32,38,61,68,37,23,60,33,46,69,8,2
820,33,90,54,9,71,89,96,59,25,58,2,1
821,36,18,45,46,39,26,53,43,24,93,6,1
822,34,31,68,82,24,4,33,89,56,77,7,1
823,35,39,2,68,97,95,24,10,32,87,3,1
824,60,8,61,25,16,49,89,57,87,24,8,2
825,89,29,52,39,1,25,28,11,9,19,5,1
826,28,32,1,95,19,40,89,3,52,5,3,1
827,5,71,82,12,60,87,59,80,33,94,4,2
828,80,73,88,67,17,66,89,46,24,82,4,1
829,70,15,26,33,61,47,32,24,93,65,3,1
830,36,12,61,53,51,5,26,45,75,52,4,1
831,8,28,54,12,48,32,46,45,25,47,6,1
832,41,96,9,88,1,89,10,26,54,16,3,1
833,1,46,25,19,82,47,54,20,80,4,2,1
834,56,5,87,23,3,47,12,74,96,32,3,1
835,17,8,1,47,33,66,39,59,37,35,3,1
836,31,1,13,5,39,30,67,6,95,83,5,1
837,87,73,1,45,3,60,37,53,41,69,5,1
838,94,68,24,59,3,26,47,6,18,97,5,1
839,12,66,29,68,1,75,60,96,91,54,4,1
840,24,25,61,3,16,26,5,1,33,94,5,1
841,10,92,39,6,66,40,57,4,74,82,5,2
842,69,1,82,58,45,36,24,51,39,63,3,1
843,88,14,60,82,90,71,12,8,53,95,5,1
844,81,69,40,60,50,95,31,54,3,4,4,2
845,5,10,60,96,39,1,73,53,40,54,5,1
846,47,76,40,59,100,15,31,35,17,39,7,2
847,95,1,68,74,9,19,61,91,31,25,7,1
848,39,42,41,82,1,74,33,87,96,12,4,1
849,50,5,12,45,34,28,40,39,94,2,5,1
850,19,95,57,53,68,4,38,51,15,29,2,1
851,13,1,75,25,47,89,34,87,40,66,3,1
852,31,82,23,89,5,94,66,34,28,47,4,1
853,55,34,73,65,31,1,64,94,75,53,4,1
854,14,25,66,35,60,47,24,11,42,18,2,1
855,51,60,6,87,94,75,29,1,5,95,4,1
856,12,70,13,1,60,5,78,66,52,39,4,2
857,11,95,28,26,24,8,36,59,3,94,6,2
858,1,60,19,75,74,18,6,31,10,28,2,1
859,24,9,40,25,3,36,55,83,33,8,5,1
860,55,27,67,75,17,5,54,11,53,52,6,1
861,57,81,44,19,94,48,46,6,1,25,5,1
862,1,59,12,85,51,29,74,3,9,32,2,1
863,82,1,73,53,39,44,51,2,10,47,6,1
864,4,9,91,17,20,31,12,6,18,55,2,1
865,19,1,8,24,42,31,60,33,29,4,5,1
866,24,38,68,48,87,55,81,45,78,76,4,1
867,3,67,1,68,61,45,31,40,49,32,4,1
868,33,52,11,81,17,45,73,10,80,12,6,1
869,11,45,15,52,54,80,59,53,68,20,3,1
870,53,57,40,14,27,32,22,12,61,87,8,1
871,94,89,16,100,33,7,11,21,54,5,6,1
872,11,81,54,75,18,46,20,49,1,39,4,1
873,5,1,2,54,32,15,41,74,57,52,8,1
874,23,60,48,4,1,12,18,89,10,19,8,1
875,82,96,5,22,3,80,10,72,28,13,4,1
876,5,97,13,2,1,59,33,21,18,45,5,2
877,49,63,11,3,19,25,47,38,24,45,5,2
878,4,40,11,47,38,88,1,75,16,90,8,1
879,65,73,67,1,5,52,12,90,42,34,3,1
880,53,40,94,59,75,81,11,23,60,73,5,1
881,41,20,30,12,32,31,11,52,87,1,2,1
882,47,77,67,96,74,36,5,39,30,1,3,1
883,1,82,74,17,10,5,95,33,3,40,4,2
884,33,1,12,42,18,17,56,24,40,4,4,1
885,6,33,4,1,8,25,26,75,11,82,3,1
886,81,12,75,89,25,14,4,19,15,11,3,1
887,83,87,88,39,23,8,1,3,4,54,2,1
888,25,30,1,16,42,39,31,40,52,81,3,1
889,99,60,51,18,29,74,32,100,38,26,3,1
890,65,4,19,54,46,96,80,26,1,39,6,1
891,1,95,18,52,32,10,96,79,47,59,4,2
892,1,17,12,31,62,89,61,3,27,95,4,1
893,63,33,1,10,39,52,80,88,40,17,6,1
894,78,10,23,11,57,5,73,24,47,29,2,1
895,11,33,44,12,56,84,1,17,3,96,5,1
896,29,11,34,14,4,53,1,72,3,61,8,1
897,1,67,52,13,84,30,24,74,94,64,4,2
898,26,1,25,73,40,96,80,53,37,18,4,1
899,81,67,11,82,12,6,26,89,25,28,4,1
900,73,67,14,20,19,45,38,34,88,21,2,1
901,7,5,25,88,39,1,47,52,31,26,5,1
902,33,47,27,19,74,99,1,15,42,36,3,1
903,19,66,16,73,31,33,81,17,38,25,6,1
904,24,47,46,82,45,89,98,40,22,42,4,1
905,5,41,81,89,80,12,88,94,59,18,2,1
906,73,94,68,4,40,26,10,27,29,100,3,1
907,34,19,52,10,2,40,88,5,15,47,5,1
908,95,90,63,11,3,1,34,96,94,77,4,1
909,52,36,16,31,33,19,74,3,53,12,4,1
910,46,57,50,47,5,19,81,52,75,70,3,1
911,10,18,32,54,38,1,96,25,2,60,5,1
912,68,74,87,67,1,91,46,66,88,15,6,1
913,1,59,45,3,18,23,89,5,31,29,5,2
914,94,1,60,75,15,54,97,73,6,80,6,1
915,1,55,33,68,90,87,44,21,89,94,4,2
916,81,1,66,33,5,80,94,75,89,60,7,1
917,60,31,4,46,8,14,61,21,50,45,4,1
918,1,11,26,51,82,43,37,54,80,94,4,1
919,68,99,36,16,39,1,82,25,23,89,3,2
920,26,35,5,20,78,33,82,11,3,44,3,1
921,31,1,20,54,32,94,82,57,21,10,2,1
922,95,6,26,1,89,40,3,100,54,10,4,1
923,96,51,17,67,1,35,61,21,29,40,6,1
924,43,67,89,48,1,4,87,10,7,68,3,1
925,71,74,26,59,47,77,54,64,28,10,3,1
926,33,18,53,73,59,41,60,11,2,38,6,1
927,1,74,59,54,73,32,57,95,26,40,4,2
928,40,86,3,68,26,5,72,36,89,57,3,2
929,18,69,64,38,15,1,60,53,68,52,3,2
930,2,22,95,46,1,32,66,78,47,39,4,1
931,35,5,40,96,10,45,4,87,83,22,2,1
932,12,4,11,95,80,94,28,1,19,75,2,1
933,1,73,26,10,84,27,24,21,41,49,6,2
934,38,68,80,3,43,13,88,67,30,53,2,1
935,26,8,88,16,67,1,87,94,28,36,3,1
936,31,59,5,63,71,70,96,39,10,46,3,1
937,27,3,22,57,40,1,80,26,34,17,4,1
938,46,88,10,53,83,92,12,11,24,25,6,1
939,45,37,1,3,38,46,60,40,31,59,8,2
940,31,74,73,47,87,4,12,46,29,82,5,1
941,23,90,15,77,76,80,6,54,88,1,4,1
942,57,25,61,6,82,52,5,72,14,27,3,1
943,82,38,87,26,61,3,17,39,68,73,6,1
944,87,18,25,46,38,17,26,19,4,3,4,1
945,74,22,95,1,55,42,3,4,11,18,7,1
946,54,3,72,14,4,68,1,2,40,97,5,3
947,28,80,95,88,75,25,12,38,1,47,6,1
948,38,53,84,11,1,51,18,26,56,59,6,3
949,1,86,75,82,6,46,17,87,48,55,5,2
950,20,52,27,79,46,47,15,8,55,17,6,1
951,88,8,45,3,1,31,46,18,60,9,3,1
952,54,11,39,13,18,30,87,49,1,19,6,1
953,46,74,26,54,32,9,68,14,58,4,3,1
954,80,1,55,10,6,94,78,31,87,41,5,1
955,63,89,73,12,21,49,59,33,11,61,4,1
956,66,16,10,24,38,74,52,1,40,88,5,1
957,16,35,24,42,17,22,53,50,73,28,4,1
958,24,54,39,61,10,48,96,68,46,88,8,1
959,42,87,61,88,44,1,80,75,60,5,5,1
960,50,13,66,41,58,5,1,46,32,61,4,1
961,53,58,88,90,25,11,52,12,10,56,6,1
962,44,5,38,66,47,51,59,46,19,42,5,1
963,33,47,30,82,40,25,13,74,95,39,2,1
964,1,75,17,73,52,5,24,18,28,95,2,1
965,61,45,82,83,10,94,25,39,71,13,5,1
966,59,60,6,47,17,1,24,8,61,95,5,1
967,40,80,88,63,23,96,3,95,10,33,5,1
968,2,19,68,7,46,59,81,52,22,55,5,1
969,1,75,86,15,3,5,93,95,28,31,4,2
970,97,24,34,4,96,1,80,68,27,32,3,1
971,5,13,3,17,30,38,46,15,20,43,6,1
972,90,18,17,33,12,31,25,46,67,47,5,1
973,82,25,60,87,22,17,19,3,40,74,2,1
974,44,24,60,1,17,75,31,46,45,57,4,1
975,1,61,59,82,22,40,25,23,26,67,3,2
976,18,81,41,89,95,4,45,52,5,10,4,1
977,54,7,61,73,25,10,65,4,84,89,3,1
978,59,25,10,68,87,1,81,49,54,5,4,1
979,4,1,19,10,94,8,31,61,80,41,4,1
980,38,18,47,75,17,48,31,94,37,60,4,1
981,12,24,75,1,33,60,46,68,2,31,5,1
982,1,14,17,82,19,12,32,24,38,88,3,2
983,96,4,5,94,1,95,50,21,3,61,2,1
984,2,66,40,94,10,81,84,8,31,1,5,1
985,44,67,27,93,71,1,12,17,28,50,3,1
986,82,76,39,78,1,53,4,40,54,7,7,2
987,87,41,57,22,75,12,38,32,64,31,4,1
988,11,86,53,40,26,73,4,49,84,54,2,1
989,1,62,97,95,19,24,32,7,26,18,2,2
990,50,29,26,31,71,22,5,59,44,67,5,1
991,75,20,23,82,69,1,68,17,38,16,5,1
992,54,67,28,32,13,41,11,31,1,82,5,1
993,46,18,24,61,38,41,11,7,31,25,5,1
994,39,25,4,17,74,38,41,63,18,12,3,1
995,35,59,37,19,24,11,17,8,36,40,4,1
996,57,15,37,32,53,35,54,40,20,5,5,1
997,50,89,60,26,95,10,52,4,1,70,2,1
998,3,31,66,18,14,42,17,20,89,8,2,1
999,80,52,82,87,88,1,12,47,94,54,4,1
1000,25,30,23,12,1,18,6,19,17,9,6,2
1001,25,12,20,9,67,38,96,87,15,11,5,1
1002,46,5,56,21,70,54,23,38,16,19,3,1
1003,29,59,81,13,11,1,54,91,26,10,3,1
1004,45,1,87,60,17,6,28,18,14,71,2,1
1005,31,75,45,3,10,5,68,52,13,53,5,1
1006,95,96,74,88,1,67,12,56,48,84,6,1
1007,1,12,11,69,13,10,47,19,39,64,2,1
1008,73,39,1,45,5,79,43,49,68,82,4,1
1009,75,42,26,98,37,30,10,85,58,14,2,1
1010,46,19,45,95,14,24,30,39,99,15,4,1
1011,24,1,50,38,87,27,33,29,66,60,3,1
1012,67,46,35,1,39,77,40,62,8,75,7,1
1013,11,24,38,4,7,81,10,3,80,58,3,1
1014,52,59,30,12,3,92,66,1,44,25,4,1
1015,1,17,9,53,3,94,34,19,36,22,4,1
1016,17,9,16,24,50,68,14,94,4,18,5,2
1017,5,73,29,40,6,49,66,96,75,23,4,1
1018,16,66,53,40,52,25,29,54,95,11,4,1
1019,75,18,1,3,90,95,81,48,12,88,3,1
1020,60,54,28,67,46,29,59,52,90,87,5,1
1021,75,5,4,11,94,37,82,53,43,80,3,1
1022,73,45,38,75,100,19,46,81,95,22,6,1
1023,60,52,74,5,46,68,40,78,96,59,3,1
1024,24,1,54,18,44,11,7,87,2,42,4,1
1025,71,10,46,18,12,5,47,27,54,23,6,1
1026,18,16,49,53,39,40,82,29,33,26,2,1
1027,54,39,95,74,70,81,24,22,73,33,3,1
1028,13,45,1,21,88,73,89,87,67,17,4,1
1029,41,12,32,40,61,3,67,89,95,33,5,1
1030,59,83,66,46,13,50,12,14,5,73,4,2
1031,94,30,52,9,17,26,3,32,66,5,5,1
1032,5,73,82,67,33,39,1,31,19,46,3,1
1033,52,1,46,32,88,82,39,5,72,40,3,1
1034,17,58,73,1,81,67,26,11,4,25,6,2
1035,40,1,2,18,17,14,12,42,83,77,4,1
1036,25,7,94,34,4,36,5,1,30,53,5,1
1037,66,45,53,23,88,82,67,86,56,3,2,1
1038,94,40,29,58,12,9,35,18,90,47,4,1
1039,66,88,11,47,33,73,25,22,32,2,4,1
1040,23,4,59,2,33,12,91,73,36,47,4,1
1041,96,94,5,95,89,11,13,80,55,31,4,1
1042,15,24,81,89,39,19,18,35,6,1,6,1
1043,16,1,23,21,61,19,25,80,4,48,4,1
1044,68,35,61,47,11,32,19,96,94,27,5,1
1045,73,20,53,39,60,96,59,87,34,33,4,1
1046,54,13,39,11,40,94,63,50,96,7,2,1
1047,15,9,1,18,87,19,27,31,82,23,4,1
1048,17,72,74,34,19,2,26,43,10,30,3,2
1049,31,3,25,67,14,55,19,7,18,23,3,1
1050,81,74,78,80,10,59,90,32,26,60,4,1
1051,59,3,61,12,41,14,17,96,87,32,4,1
1052,1,33,9,10,7,67,53,74,75,3,5,3
1053,33,95,84,28,73,1,36,25,10,40,4,3
1054,31,9,87,60,65,98,86,55,19,81,4,1
1055,81,46,15,2,19,17,62,10,18,66,3,1
1056,27,10,55,87,13,64,33,62,3,57,3,1
1057,17,72,56,71,68,34,42,25,31,38,5,2
1058,40,79,10,45,19,89,98,100,17,27,4,2
1059,1,40,75,38,14,68,60,11,43,39,2,1
1060,23,66,82,39,16,1,67,90,73,41,5,1
1061,65,2,94,21,25,3,5,68,19,39,4,1
1062,24,99,39,75,1,55,25,36,60,58,5,2
1063,25,1,87,56,82,98,70,52,95,88,2,1
1064,75,11,68,23,60,61,1,95,5,27,5,1
1065,1,88,68,77,59,19,36,24,80,3,3,2
